,id,productID,price,quantity
127,628,568,22990000,100
128,629,569,30490000,100
129,630,570,25990000,100
130,631,571,21990000,100
131,632,572,34990000,100
132,633,573,34490000,100
133,634,574,21990000,100
134,635,575,7990000,100
135,636,576,7990000,100
136,637,577,37990000,100
137,638,578,18490000,100
138,639,579,16990000,100
139,640,580,18590000,100
140,641,581,24990000,100
141,642,582,26990000,100
142,643,583,26000000,100
143,644,584,17990000,100
144,645,585,27990000,100
145,646,586,13490000,100
146,647,587,18190000,100
147,648,588,17990000,100
148,649,589,23990000,100
149,650,590,11490000,100
150,651,591,13690000,100
151,652,592,34990000,100
152,653,593,33990000,100
153,654,594,19990000,100
154,655,595,22990000,100
155,656,596,37490000,100
156,657,597,20990000,100
157,658,598,31990000,100
158,659,599,27990000,100
159,660,600,37490000,100
160,661,601,25990000,100
161,662,602,20990000,100
162,663,603,20990000,100
163,664,604,32490000,100
164,665,605,17090000,100
165,666,606,18490000,100
166,667,607,12999000,100
167,668,608,16490000,100
168,669,609,33490000,100
169,670,610,44990000,100
170,671,611,26490000,100
171,672,612,15990000,100
172,673,613,24990000,100
173,674,614,15390000,100
174,675,615,8990000,100
175,676,616,22990000,100
176,677,617,22990000,100
177,678,618,22990000,100
178,679,619,29990000,100
179,680,620,27590000,100
180,681,621,18190000,100
181,682,622,25990000,100
182,683,623,25990000,100
183,684,624,26990000,100
184,685,625,26990000,100
185,686,626,26990000,100
186,687,627,26990000,100
187,688,628,26990000,100
188,689,629,25999000,100
189,690,630,28990000,100
190,691,631,27990000,100
191,692,632,16990000,100
192,693,633,20990000,100
193,694,634,24990000,100
194,695,635,21990000,100
195,696,636,11490000,100
196,697,637,26990000,100
197,698,638,26990000,100
198,699,639,26990000,100
199,700,640,9990000,100
200,701,641,47990000,100
201,702,642,16990000,100
202,703,643,25990000,100
203,704,644,20490000,100
204,705,645,28990000,100
205,706,646,29990000,100
206,707,647,14990000,100
207,708,648,31490000,100
208,709,649,21990000,100
209,710,650,19990000,100
210,711,651,28990000,100
211,712,652,14390000,100
212,713,653,12790000,100
213,714,654,11990000,100
214,715,655,18990000,100
215,716,656,18690000,100
216,717,657,16490000,100
217,718,658,18490000,100
218,719,659,24990000,100
219,720,660,29990000,100
220,721,661,30490000,100
221,722,662,18390000,100
222,723,663,25890000,100
223,724,664,20990000,100
224,725,665,22990000,100
225,726,666,15390000,100
226,727,667,14990000,100
227,728,668,17990000,100
228,729,669,18990000,100
229,730,670,22990000,100
230,731,671,15690000,100
231,732,672,32990000,100
232,733,673,36990000,100
233,734,674,79990000,100
234,735,675,52990000,100
235,736,676,16900000,100
236,737,677,16990000,100
237,738,678,22990000,100
238,739,679,13990000,100
239,740,680,24990000,100
240,741,681,19990000,100
241,742,682,17990000,100
242,743,683,19990000,100
243,744,684,15490000,100
244,745,685,17990000,100
245,746,686,19890000,100
246,747,687,33490000,100
247,748,688,24299000,100
248,749,689,23990000,100
249,750,690,29990000,100
250,751,691,29990000,100
251,752,692,24990000,100
252,753,693,19990000,100
253,754,694,24990000,100
254,755,695,23990000,100
255,756,696,22990000,100
256,757,697,26990000,100
257,758,698,22990000,100
258,759,699,16490000,100
259,760,700,20990000,100
260,761,701,19990000,100
261,762,702,20490000,100
262,763,703,21599000,100
263,764,704,58990000,100
264,765,705,23990000,100
265,766,706,16290000,100
266,767,707,18299000,100
267,768,708,14990000,100
268,769,709,19990000,100
269,770,710,26990000,100
270,771,711,16990000,100
271,772,712,16990000,100
272,773,713,23990000,100
273,774,714,19990000,100
274,775,715,22490000,100
275,776,716,22990000,100
276,777,717,23990000,100
277,778,718,32990000,100
278,779,719,28790000,100
279,780,720,20990000,100
280,781,721,25290000,100
281,782,722,32990000,100
282,783,723,18190000,100
283,784,724,18799000,100
284,785,725,19599000,100
285,786,726,26990000,100
286,787,727,19599000,100
287,788,728,18799000,100
288,789,729,20590000,100
289,790,730,12690000,100
290,791,731,25990000,100
291,792,732,26990000,100
292,793,733,13990000,100
293,794,734,21490000,100
294,795,735,13990000,100
295,796,736,24990000,100
296,797,737,18490000,100
297,798,738,20490000,100
298,799,739,59990000,100
299,800,740,21990000,100
300,801,741,19590000,100
301,802,742,19990000,100
302,803,743,21299000,100
303,804,744,23490000,100
304,805,745,31990000,100
305,806,746,27990000,100
306,807,747,22390000,100
307,808,748,11990000,100
308,809,749,19990000,100
309,810,750,12590000,100
310,811,751,17690000,100
311,812,752,12490000,100
312,813,753,48990000,100
313,814,754,19990000,100
314,815,755,12690000,100
315,816,756,19490000,100
316,817,757,27790000,100
317,818,758,18990000,100
318,819,759,31490000,100
319,820,760,21990000,100
320,821,761,25990000,100
321,822,762,23890000,100
322,823,763,22490000,100
323,824,764,14990000,100
324,825,765,21890000,100
325,826,766,24990000,100
326,827,767,26990000,100
327,828,768,16390000,100
328,829,769,24990000,100
329,830,770,31990000,100
330,831,771,20490000,100
331,832,772,16990000,100
332,833,773,31490000,100
333,834,774,18990000,100
334,835,775,21990000,100
335,836,776,22990000,100
336,837,777,16990000,100
337,838,778,20290000,100
338,839,779,26990000,100
339,840,780,21690000,100
340,841,781,12490000,100
341,842,782,21390000,100
342,843,783,12690000,100
343,844,784,31990000,100
344,845,785,13490000,100
345,846,786,18490000,100
346,847,787,26990000,100
347,848,788,18990000,100
348,849,789,12990000,100
349,850,790,31990000,100
350,851,791,17490000,100
351,852,792,17990000,100
352,853,793,10990000,100
353,854,794,14490000,100
354,855,795,24990000,100
355,856,796,23990000,100
356,857,797,24990000,100
357,858,798,17490000,100
358,859,799,13990000,100
359,860,800,17490000,100
360,861,801,19990000,100
361,862,802,13490000,100
362,863,803,15990000,100
363,864,804,20990000,100
364,865,805,27990000,100
365,866,806,41390000,100
366,867,807,32490000,100
367,868,808,36290000,100
368,869,809,64490000,100
369,870,810,69990000,100
370,871,811,149990000,100
371,872,812,99990000,100
372,873,813,16390000,100
373,874,814,27990000,100
374,875,815,27990000,100
375,876,816,28990000,100
376,877,817,15490000,100
377,878,818,117790000,100
378,879,819,119990000,100
379,880,820,30490000,100
380,881,821,18890000,100
381,882,822,21990000,100
382,883,823,39990000,100
383,884,824,22990000,100
384,885,825,9990000,100
385,886,826,20499000,100
386,887,827,18490000,100
387,888,828,21499000,100
