id,productID,price,quantity
249,189,23990000,100
250,190,29990000,100
251,191,29990000,100
252,192,24990000,100
253,193,19990000,100
254,194,24990000,100
255,195,23990000,100
256,196,22990000,100
257,197,26990000,100
258,198,22990000,100
259,199,16490000,100
260,200,20990000,100
261,201,19990000,100
262,202,20490000,100
263,203,21599000,100
264,204,58990000,100
265,205,23990000,100
266,206,16290000,100
267,207,18299000,100
268,208,14990000,100
269,209,19990000,100
270,210,26990000,100
271,211,16990000,100
272,212,16990000,100
273,213,23990000,100
274,214,19990000,100
275,215,22490000,100
276,216,22990000,100
277,217,23990000,100
278,218,32990000,100
279,219,28790000,100
280,220,20990000,100
281,221,25290000,100
282,222,32990000,100
283,223,18190000,100
284,224,18799000,100
285,225,19599000,100
286,226,,100
287,227,19599000,100
288,228,18799000,100
289,229,20590000,100
290,230,12690000,100
291,231,25990000,100
292,232,26990000,100
293,233,13990000,100
294,234,21490000,100
295,235,13990000,100
296,236,24990000,100
297,237,18490000,100
298,238,20490000,100
299,239,59990000,100
300,240,21990000,100
301,241,19590000,100
302,242,19990000,100
303,243,21299000,100
304,244,23490000,100
305,245,31990000,100
306,246,27990000,100
307,247,22390000,100
308,248,11990000,100
309,249,19990000,100
310,250,12590000,100
311,251,17690000,100
312,252,12490000,100
313,253,48990000,100
314,254,19990000,100
315,255,12690000,100
316,256,19490000,100
317,257,27790000,100
318,258,18990000,100
319,259,31490000,100
320,260,21990000,100
321,261,25990000,100
322,262,23890000,100
323,263,22490000,100
324,264,14990000,100
325,265,21890000,100
326,266,24990000,100
327,267,26990000,100
328,268,16390000,100
329,269,24990000,100
330,270,31990000,100
331,271,20490000,100
332,272,16990000,100
333,273,31490000,100
334,274,18990000,100
335,275,21990000,100
336,276,22990000,100
337,277,16990000,100
338,278,20290000,100
339,279,26990000,100
340,280,21690000,100
341,281,12490000,100
342,282,21390000,100
343,283,12690000,100
344,284,31990000,100
345,285,13490000,100
346,286,18490000,100
347,287,,100
348,288,18990000,100
349,289,12990000,100
350,290,31990000,100
351,291,17490000,100
352,292,17990000,100
353,293,10990000,100
354,294,14490000,100
355,295,24990000,100
356,296,23990000,100
357,297,24990000,100
358,298,17490000,100
359,299,13990000,100
360,300,17490000,100
361,301,19990000,100
362,302,13490000,100
363,303,15990000,100
364,304,20990000,100
365,305,27990000,100
366,306,41390000,100
367,307,32490000,100
368,308,36290000,100
369,309,64490000,100
370,310,69990000,100
371,311,149990000,100
372,312,99990000,100
373,313,16390000,100
374,314,27990000,100
375,315,27990000,100
376,316,28990000,100
377,317,15490000,100
378,318,117790000,100
379,319,119990000,100
380,320,30490000,100
381,321,18890000,100
382,322,21990000,100
383,323,39990000,100
384,324,22990000,100
385,325,9990000,100
386,326,20499000,100
387,327,18490000,100
388,328,21499000,100
